City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Saldanha,ZA,2022-02-05 00:07:59,-33.0117,17.9442,62.15,72,0,14.14
287,Wajir,KE,2022-02-05 00:07:59,1.7471,40.0573,78.33,56,80,11.05
288,Richards Bay,ZA,2022-02-05 00:07:59,-28.783,32.0377,71.29,93,100,16.2
289,Xai-Xai,MZ,2022-02-05 00:08:00,-25.0519,33.6442,77.18,75,99,12.24
290,Unai,BR,2022-02-05 00:04:57,-16.3575,-46.9061,72.57,88,85,0.63
291,Mana,GF,2022-02-05 00:06:13,5.6592,-53.7767,76.71,86,100,7.94
292,Loksa,EE,2022-02-05 00:08:00,59.5764,25.7214,27.93,89,100,21.32
293,Gedo,ET,2022-02-05 00:08:01,9.0167,37.45,56.57,38,97,0.96
294,Tigil,RU,2022-02-05 00:08:01,57.8,158.6667,9.23,84,96,3.06
295,Saint-Raymond,CA,2022-02-05 00:04:17,45.467,-73.6095,11.98,82,100,12.66
296,Biloela,AU,2022-02-05 00:08:02,-24.4167,150.5,78.66,46,0,18.66
297,Yichun,CN,2022-02-05 00:08:02,47.7,128.9,-9.71,96,99,2.82
298,Port Lincoln,AU,2022-02-05 00:08:03,-34.7333,135.8667,69.62,69,83,13.29
299,Luang Prabang,LA,2022-02-05 00:08:03,19.8856,102.1347,61.84,94,65,1.41
300,Bombay,IN,2022-02-05 00:07:19,19.0144,72.8479,67.98,60,24,4.61
301,Missoula,US,2022-02-05 00:08:04,47.0166,-113.8009,34.54,70,63,11.5
302,Svetlaya,RU,2022-02-05 00:05:31,46.5389,138.3297,7.25,67,80,9.31
303,Teguise,ES,2022-02-05 00:08:04,29.0605,-13.564,64.62,68,0,11.5
304,Los Andes,CL,2022-02-05 00:08:05,-32.8337,-70.5983,74.89,45,12,5.82
305,Baykit,RU,2022-02-05 00:08:05,61.67,96.37,10.69,97,100,3.0
306,Guerrero Negro,MX,2022-02-05 00:08:06,27.9769,-114.0611,65.35,22,0,9.13
307,Patur,IN,2022-02-05 00:08:06,20.45,76.9333,59.14,29,57,3.53
308,Ilulissat,GL,2022-02-05 00:06:46,69.2167,-51.1,12.22,62,40,16.11
309,Kurumkan,RU,2022-02-05 00:08:07,54.3,110.3,-7.08,95,94,3.76
310,Cururupu,BR,2022-02-05 00:06:07,-1.8283,-44.8683,75.09,93,88,2.77
311,Labuhan,ID,2022-02-05 00:06:42,-6.8844,112.2051,80.31,82,90,8.12
312,Menongue,AO,2022-02-05 00:08:07,-14.6585,17.691,62.53,98,100,5.41
313,Vardo,NO,2022-02-05 00:08:08,70.3705,31.1107,19.6,93,100,32.28
314,Phalodi,IN,2022-02-05 00:08:08,27.1333,72.3667,57.79,20,0,8.08
315,Barranca,PE,2022-02-05 00:08:08,-10.75,-77.7667,70.79,80,17,8.68
316,Abu Samrah,SY,2022-02-05 00:08:09,35.3029,37.1841,43.54,92,77,6.24
317,Anadyr,RU,2022-02-05 00:08:09,64.75,177.4833,-4.83,76,0,6.29
318,Tyrma,RU,2022-02-05 00:08:09,50.0833,132.1667,-10.86,95,100,1.25
319,Poya,NC,2022-02-05 00:08:10,-21.35,165.15,85.32,75,100,7.52
320,Lasa,IT,2022-02-05 00:08:10,46.6166,10.7002,31.3,74,65,5.91
321,Snezhnogorsk,RU,2022-02-05 00:08:10,69.1933,33.2531,10.18,88,100,20.0
322,Ochakiv,UA,2022-02-05 00:08:11,46.6128,31.5498,33.94,60,32,4.88
323,Sisimiut,GL,2022-02-05 00:09:11,66.9395,-53.6735,4.64,87,98,24.2
324,Clermont,FR,2022-02-05 00:08:38,49.5,2.4167,38.91,92,39,8.72
325,Saint-Georges,GD,2022-02-05 00:09:12,12.0564,-61.7485,76.8,72,3,9.95
326,Karasjok,NO,2022-02-05 00:09:12,69.4719,25.5112,12.31,93,100,22.39
327,Luau,AO,2022-02-05 00:09:13,-10.7073,22.2247,60.73,98,65,1.95
328,Sabha,LY,2022-02-05 00:09:13,27.0377,14.4283,48.7,37,0,3.78
329,Katsuura,JP,2022-02-05 00:09:14,35.1333,140.3,47.19,47,64,12.77
330,Port Hedland,AU,2022-02-05 00:09:14,-20.3167,118.5667,91.45,62,100,12.66
331,Khash,IR,2022-02-05 00:09:15,28.2211,61.2158,48.81,19,0,1.41
332,Oloron-Sainte-Marie,FR,2022-02-05 00:09:15,43.1944,-0.6107,49.93,90,100,2.71
333,Artigas,UY,2022-02-05 00:09:15,-30.4,-56.4667,81.86,55,99,5.5
334,Vidalia,US,2022-02-05 00:04:26,32.2177,-82.4135,65.55,94,100,0.0
335,Ostrovnoy,RU,2022-02-05 00:09:16,68.0531,39.5131,10.44,88,100,19.1
336,La Union,PE,2022-02-05 00:09:16,-5.4,-80.75,77.4,57,11,19.13
337,Lashio,MM,2022-02-05 00:09:17,22.9333,97.75,45.72,74,0,1.43
338,Coldwater,US,2022-02-05 00:08:27,41.9403,-85.0005,17.46,73,100,3.44
339,Mitsamiouli,KM,2022-02-05 00:09:17,-11.3847,43.2844,81.39,80,83,12.12
340,Vestmanna,FO,2022-02-05 00:09:18,62.1564,-7.1664,34.72,51,100,21.85
341,Bijawar,IN,2022-02-05 00:09:18,24.6333,79.5,50.49,42,0,1.66
342,Pacific Grove,US,2022-02-05 00:09:18,36.6177,-121.9166,68.58,53,0,4.0
343,Hihya,EG,2022-02-05 00:09:19,30.6713,31.588,55.54,71,46,9.8
344,Beloha,MG,2022-02-05 00:09:20,-25.1667,45.05,74.59,87,47,15.99
345,Petropavlovsk-Kamchatskiy,RU,2022-02-05 00:09:20,53.0452,158.6483,27.19,54,75,13.42
346,Jacareacanga,BR,2022-02-05 00:09:20,-6.2222,-57.7528,74.55,98,100,1.32
347,Yerbogachen,RU,2022-02-05 00:09:21,61.2767,108.0108,-18.65,100,99,3.27
348,Codrington,AU,2022-02-05 00:09:21,-38.2667,141.9667,68.41,55,82,13.73
349,Elizabeth City,US,2022-02-05 00:09:22,36.2946,-76.2511,71.8,83,75,1.01
350,Ilanskiy,RU,2022-02-05 00:09:22,56.2358,96.065,15.01,84,100,11.21
351,Raudeberg,NO,2022-02-05 00:09:22,61.9875,5.1352,39.2,85,100,11.99
352,Blenheim,NZ,2022-02-05 00:09:23,-41.516,173.9528,64.42,88,100,4.0
353,Providencia,MX,2022-02-05 00:09:23,28.7167,-111.5833,78.85,22,0,9.69
354,Sao Joao Da Barra,BR,2022-02-05 00:09:04,-21.6403,-41.0511,76.6,85,39,22.35
355,Eregli,TR,2022-02-05 00:09:24,37.5133,34.0467,21.33,90,97,3.09
356,Nampula,MZ,2022-02-05 00:09:24,-15.1165,39.2666,69.19,95,100,2.62
357,Katobu,ID,2022-02-05 00:09:25,-4.9408,122.5276,80.4,82,100,4.21
358,Shebalino,RU,2022-02-05 00:09:25,51.2917,85.6772,5.36,80,1,6.26
359,Kindu,CD,2022-02-05 00:09:25,-2.95,25.95,68.38,99,100,2.51
360,Helong,CN,2022-02-05 00:09:26,42.5397,128.9972,4.37,69,40,8.19
361,San Patricio,US,2022-02-05 00:09:26,28.017,-97.5169,46.81,58,36,17.4
362,Port-Cartier,CA,2022-02-05 00:07:52,50.0334,-66.8654,-0.26,95,51,6.49
363,Sain Alto,MX,2022-02-05 00:09:27,23.5833,-103.25,53.29,44,26,13.82
364,Santa Fe,AR,2022-02-05 00:09:13,-31.6333,-60.7,78.03,74,94,3.0
365,Vila Velha,BR,2022-02-05 00:09:27,-20.3297,-40.2925,78.75,91,75,1.99
366,Akyab,MM,2022-02-05 00:09:28,20.15,92.9,66.06,73,0,3.49
367,Novoagansk,RU,2022-02-05 00:09:28,61.9449,76.6625,14.5,95,100,9.6
368,Henties Bay,NA,2022-02-05 00:09:29,-22.116,14.2845,65.86,83,95,4.09
369,Mizdah,LY,2022-02-05 00:10:29,31.4451,12.9801,50.54,31,4,6.89
370,Le Port,RE,2022-02-05 00:10:30,-20.9373,55.2919,80.56,85,100,21.88
371,Buraydah,SA,2022-02-05 00:10:30,26.326,43.975,56.12,36,0,8.39
372,Almazar,UZ,2022-02-05 00:10:31,40.3217,69.0106,37.11,35,64,24.25
373,Havre-Saint-Pierre,CA,2022-02-05 00:10:31,50.2334,-63.5986,3.0,79,100,13.02
374,Pilot Butte,CA,2022-02-05 00:10:31,50.4668,-104.4178,-1.34,79,100,28.77
375,Shakawe,BW,2022-02-05 00:10:32,-18.3667,21.85,67.64,91,96,2.71
376,Salinas,US,2022-02-05 00:09:18,36.6777,-121.6555,68.99,39,0,13.8
377,Sibolga,ID,2022-02-05 00:10:32,1.7427,98.7792,74.37,87,100,2.48
378,Chuy,UY,2022-02-05 00:05:39,-33.6971,-53.4616,70.05,93,5,7.0
379,Saskylakh,RU,2022-02-05 00:07:52,71.9167,114.0833,-7.74,99,100,5.57
380,Rimbey,CA,2022-02-05 00:10:33,52.6334,-114.2353,30.56,90,100,6.51
381,Praia,CV,2022-02-05 00:10:33,14.9215,-23.5087,70.54,79,0,12.73
382,Tahe,CN,2022-02-05 00:10:34,52.3333,124.7333,3.61,85,100,7.78
383,Banda Aceh,ID,2022-02-05 00:10:34,5.5577,95.3222,77.61,82,94,9.26
384,Gavar,AM,2022-02-05 00:10:35,40.3569,45.1259,18.97,83,97,7.05
385,Kropotkin,RU,2022-02-05 00:10:35,45.4375,40.5756,30.25,97,90,13.09
386,Tautira,PF,2022-02-05 00:10:36,-17.7333,-149.15,84.22,76,27,15.32
387,Sheridan,US,2022-02-05 00:10:36,44.8333,-106.9173,42.98,52,0,0.0
388,Alice Springs,AU,2022-02-05 00:10:37,-23.7,133.8833,69.35,52,1,2.3
389,Cacador,BR,2022-02-05 00:10:37,-26.7753,-51.015,66.33,100,99,2.8
390,Nome,US,2022-02-05 00:10:37,64.5011,-165.4064,6.87,52,0,10.36
391,Charters Towers,AU,2022-02-05 00:10:38,-20.1,146.2667,80.6,59,55,13.49
392,Bonthe,SL,2022-02-05 00:06:57,7.5264,-12.505,76.5,84,13,4.85
393,Teya,RU,2022-02-05 00:10:38,60.3778,92.6267,17.26,90,100,8.84
394,Kotido,UG,2022-02-05 00:10:39,2.9806,34.1331,74.28,38,100,5.21
395,Tulagi,SB,2022-02-05 00:10:39,-9.0996,160.1476,83.05,75,100,6.2
396,Omsukchan,RU,2022-02-05 00:10:40,62.5333,155.8,-15.48,78,5,8.05
397,Severnyy,RU,2022-02-05 00:10:40,50.677,36.5532,21.24,86,75,8.95
398,Awjilah,LY,2022-02-05 00:10:40,29.1081,21.2869,51.06,70,0,7.76
399,Nakusp,CA,2022-02-05 00:10:41,50.2499,-117.8023,36.0,97,100,1.97
400,Sumenep,ID,2022-02-05 00:10:41,-7.0167,113.8667,80.04,84,91,7.23
401,Outlook,CA,2022-02-05 00:10:41,51.5001,-107.0513,7.61,90,100,10.89
402,Los Algarrobos,PA,2022-02-05 00:10:42,8.5,-82.4333,80.46,79,45,1.66
403,Catia La Mar,VE,2022-02-05 00:10:42,10.6038,-67.0303,75.87,87,31,8.08
404,Jimenez,MX,2022-02-05 00:10:43,28.3333,-105.4,45.34,19,0,10.96
405,Tabuk,PH,2022-02-05 00:10:43,17.4189,121.4443,70.81,89,59,5.44
406,Inhambane,MZ,2022-02-05 00:10:43,-23.865,35.3833,79.21,65,85,11.14
407,Edd,ER,2022-02-05 00:10:44,13.9297,41.6925,77.68,65,4,1.32
408,Bahia Blanca,AR,2022-02-05 00:10:44,-38.7196,-62.2724,65.26,82,100,11.12
409,Vao,NC,2022-02-05 00:10:45,-22.6667,167.4833,80.17,87,100,17.67
410,Bastia,FR,2022-02-05 00:10:45,42.6667,9.3333,54.3,85,0,5.01
411,Buriti Bravo,BR,2022-02-05 00:11:46,-5.8372,-43.8336,73.44,92,77,2.86
412,Nantucket,US,2022-02-05 00:11:46,41.2835,-70.0995,38.14,95,100,23.76
413,Nangong,CN,2022-02-05 00:11:47,37.3581,115.3744,25.74,39,9,1.43
414,Nabire,ID,2022-02-05 00:11:47,-3.3667,135.4833,81.68,78,100,0.58
415,Jian,CN,2022-02-05 00:11:47,27.1172,114.9793,42.51,79,100,4.23
416,Grand Gaube,MU,2022-02-05 00:11:48,-20.0064,57.6608,79.38,83,91,5.99
417,Sao Borja,BR,2022-02-05 00:11:48,-28.6606,-56.0044,79.95,67,47,4.34
418,Jicin,CZ,2022-02-05 00:11:49,50.4372,15.3516,45.59,94,100,18.43
419,Soyo,AO,2022-02-05 00:11:49,-6.1349,12.3689,77.32,80,23,5.48
420,Abha,SA,2022-02-05 00:11:49,18.2164,42.5053,53.85,88,0,9.22
421,Jizan,SA,2022-02-05 00:11:50,17.3333,42.6667,78.22,75,3,5.35
422,Sao Felix Do Xingu,BR,2022-02-05 00:08:42,-6.6447,-51.995,73.67,92,27,1.61
423,Cidreira,BR,2022-02-05 00:11:50,-30.1811,-50.2056,72.82,93,99,6.33
424,Sur,OM,2022-02-05 00:08:04,22.5667,59.5289,69.33,55,6,7.58
425,Mbengwi,CM,2022-02-05 00:11:51,6.0167,10.0,63.43,31,25,2.15
426,Umm Kaddadah,SD,2022-02-05 00:11:51,13.6017,26.6876,60.19,23,7,18.41
427,Gueret,FR,2022-02-05 00:11:52,46.1667,1.8667,39.83,97,99,3.76
428,Shieli,KZ,2022-02-05 00:11:52,44.1667,66.75,30.4,71,100,4.63
429,Kalamnuri,IN,2022-02-05 00:11:52,19.6667,77.3333,58.82,30,66,6.2
430,Naryan-Mar,RU,2022-02-05 00:11:53,67.6713,53.087,-13.34,100,98,6.58
431,Gornyak,RU,2022-02-05 00:11:53,50.9942,81.4661,-5.82,97,9,4.63
432,Chifeng,CN,2022-02-05 00:11:54,42.2683,118.9636,6.1,57,0,8.93
433,Saint Pete Beach,US,2022-02-05 00:11:54,27.7253,-82.7412,75.25,78,0,3.0
434,Tome,CL,2022-02-05 00:11:55,-36.6167,-72.95,61.45,72,2,12.64
435,Moussoro,TD,2022-02-05 00:11:55,13.6408,16.4901,62.2,22,2,16.67
436,Tiksi,RU,2022-02-05 00:11:55,71.6872,128.8694,-21.26,98,98,7.09
437,Port Augusta,AU,2022-02-05 00:11:56,-32.5,137.7667,80.56,22,61,9.8
438,Neiafu,TO,2022-02-05 00:11:46,-18.65,-173.9833,80.69,80,100,20.98
439,Gimli,CA,2022-02-05 00:11:56,50.6336,-96.9907,-13.88,97,86,5.53
440,Santa Cruz De Tenerife,ES,2022-02-05 00:08:23,28.4682,-16.2546,69.64,57,0,3.0
441,Jalpatagua,GT,2022-02-05 00:11:57,14.1417,-90.0086,75.18,63,24,1.57
442,Tiarei,PF,2022-02-05 00:11:57,-17.5333,-149.3333,84.22,75,15,15.28
443,Sorland,NO,2022-02-05 00:11:58,67.667,12.6934,31.03,71,55,27.22
444,Cascavel,BR,2022-02-05 00:10:24,-24.9558,-53.4553,68.04,94,57,1.36
445,Clyde River,CA,2022-02-05 00:11:50,70.4692,-68.5914,-7.37,77,100,5.75
446,Conceicao Do Mato Dentro,BR,2022-02-05 00:07:36,-19.0372,-43.425,68.85,94,100,1.1
447,Elk City,US,2022-02-05 00:11:59,35.412,-99.4043,34.02,44,0,0.0
448,Matara,LK,2022-02-05 00:11:22,5.9485,80.5353,72.61,90,65,5.01
449,Meadow Lake,US,2022-02-05 00:11:59,34.8014,-106.5436,33.53,56,0,2.19
450,Calabozo,VE,2022-02-05 00:11:59,8.9242,-67.4293,87.04,41,93,4.36
451,Jawhar,SO,2022-02-05 00:10:14,2.7809,45.5005,72.39,87,48,12.95
452,Madimba,TZ,2022-02-05 00:12:00,-10.4,40.3333,76.73,90,83,8.19
453,Shagamu,NG,2022-02-05 00:12:00,6.8432,3.6478,75.2,83,1,1.39
454,Sambava,MG,2022-02-05 00:12:01,-14.2667,50.1667,76.44,84,100,4.07
455,Launceston,AU,2022-02-05 00:13:01,-41.45,147.1667,72.61,52,47,3.0
456,High Rock,BS,2022-02-05 00:13:02,26.6208,-78.2833,71.62,68,4,8.7
457,Deputatskiy,RU,2022-02-05 00:13:02,69.3,139.9,-29.65,100,72,2.51
458,Mahanoro,MG,2022-02-05 00:13:02,-19.9,48.8,75.43,95,100,22.62
459,Tarapur,IN,2022-02-05 00:13:03,19.85,72.7,64.54,51,50,4.03
460,Abu Kamal,SY,2022-02-05 00:13:03,34.4506,40.9171,47.77,76,58,8.14
461,Mikhaylovka,RU,2022-02-05 00:13:04,50.06,43.2379,26.78,94,100,8.99
462,Ust-Ishim,RU,2022-02-05 00:13:04,57.6935,71.1665,19.36,92,100,6.15
463,Maun,BW,2022-02-05 00:09:02,-19.9833,23.4167,68.88,82,67,4.07
464,Kununurra,AU,2022-02-05 00:13:05,-15.7667,128.7333,82.38,83,75,3.44
465,Berlevag,NO,2022-02-05 00:13:05,70.8578,29.0864,22.46,86,100,31.43
466,San Andres,CO,2022-02-05 00:13:05,12.5847,-81.7006,80.22,74,13,13.53
467,Yalutorovsk,RU,2022-02-05 00:13:06,56.6536,66.3006,21.79,86,100,10.13
468,Verkhnevilyuysk,RU,2022-02-05 00:13:06,63.4453,120.3167,-22.63,99,49,1.14
469,Great Yarmouth,GB,2022-02-05 00:13:07,52.6083,1.7305,39.45,84,4,19.46
470,Ponta Delgada,PT,2022-02-05 00:13:07,37.7333,-25.6667,60.49,72,20,9.22
471,Prince Rupert,CA,2022-02-05 00:11:12,54.3161,-130.3201,41.09,100,100,8.05
472,Aplahoue,BJ,2022-02-05 00:13:08,6.9333,1.6833,76.5,83,2,3.6
473,Kiruna,SE,2022-02-05 00:13:08,67.8557,20.2251,5.92,92,100,2.3
474,Malm,NO,2022-02-05 00:13:09,64.0721,11.2172,39.04,78,100,18.45
475,Nizhnyaya Tavda,RU,2022-02-05 00:13:09,57.6731,66.1725,20.88,92,100,6.22
476,Banjarmasin,ID,2022-02-05 00:10:35,-3.3244,114.591,76.96,89,100,1.36
477,Irbeyskoye,RU,2022-02-05 00:13:10,55.6428,95.4522,11.57,87,100,4.68
478,Vallenar,CL,2022-02-05 00:13:10,-28.5708,-70.7581,72.9,46,0,4.65
479,Nouadhibou,MR,2022-02-05 00:13:10,20.931,-17.0347,66.24,76,0,11.1
480,Ailigandi,PA,2022-02-05 00:13:11,9.2333,-78.0167,79.2,86,55,12.64
481,Maxixe,MZ,2022-02-05 00:13:11,-23.8597,35.3472,78.94,64,85,10.45
482,Riverton,US,2022-02-05 00:13:11,40.5219,-111.9391,37.9,54,0,3.0
483,Aksha,RU,2022-02-05 00:13:12,50.2814,113.2867,1.53,85,47,7.36
484,Lata,PT,2022-02-05 00:13:12,40.1629,-8.3327,48.06,96,100,2.26
485,Antofagasta,CL,2022-02-05 00:10:32,-23.65,-70.4,73.22,58,5,8.75
486,Morondava,MG,2022-02-05 00:13:13,-20.2833,44.2833,80.44,72,72,9.19
487,Puerto Escondido,MX,2022-02-05 00:12:13,15.85,-97.0667,80.13,63,0,4.27
488,Chabahar,IR,2022-02-05 00:13:14,25.2919,60.643,70.02,57,0,9.75
489,Pelym,RU,2022-02-05 00:13:14,61.0108,61.9978,7.12,96,100,2.3
490,Urusha,RU,2022-02-05 00:13:15,54.05,122.9,-0.42,84,100,4.05
491,Mineros,BO,2022-02-05 00:13:15,-17.1167,-63.2333,78.39,93,98,5.41
492,Wasilla,US,2022-02-05 00:12:29,61.5814,-149.4394,31.28,80,100,4.61
493,Arman,RU,2022-02-05 00:13:15,59.7,150.1667,-1.28,72,87,12.93
494,Lookan,PH,2022-02-05 00:13:16,5.037,120.1027,79.88,82,94,14.79
495,Amahai,ID,2022-02-05 00:13:16,-3.3333,128.9167,83.37,71,99,3.8
496,Petatlan,MX,2022-02-05 00:13:17,17.5167,-101.2667,85.8,59,0,2.98
497,Saint Anthony,US,2022-02-05 00:13:17,45.0205,-93.218,6.87,64,0,5.01
498,Saint-Francois,FR,2022-02-05 00:13:18,46.4154,3.9054,44.42,93,100,8.05
499,Vila Do Maio,CV,2022-02-05 00:13:18,15.1333,-23.2167,71.67,81,0,14.2
500,Puerto Leguizamo,CO,2022-02-05 00:14:18,-0.1934,-74.7819,73.89,95,98,2.26
501,Te Anau,NZ,2022-02-05 00:13:42,-45.4167,167.7167,58.87,46,24,4.05
502,Chalus,IR,2022-02-05 00:14:19,36.655,51.4204,54.18,78,40,6.24
503,Oskarshamn,SE,2022-02-05 00:14:19,57.2645,16.4484,35.37,90,100,8.93
504,Campagna,IT,2022-02-05 00:14:20,40.6653,15.1059,51.62,78,74,0.96
505,Mikumi,TZ,2022-02-05 00:14:20,-7.4041,36.9831,69.55,98,100,3.24
506,Santa Cruz,BO,2022-02-05 00:12:55,-17.8,-63.1667,76.46,88,75,9.22
507,Eirunepe,BR,2022-02-05 00:14:21,-6.6603,-69.8736,73.04,99,100,1.39
508,Gama,ES,2022-02-05 00:14:21,42.748,-4.2068,39.94,90,100,4.14
509,Guerrero,MX,2022-02-05 00:14:21,17.6667,-100.0,73.11,51,43,3.85
510,Nianzishan,CN,2022-02-05 00:14:22,47.5167,122.8833,-0.96,75,64,5.39
511,Ulaanbaatar,MN,2022-02-05 00:14:22,47.9077,106.8832,-9.08,99,31,2.19
512,Belmonte,BR,2022-02-05 00:14:22,-15.8631,-38.8828,81.1,83,100,10.27
513,Xiaoshi,CN,2022-02-05 00:14:23,41.2971,124.1209,-2.18,80,11,2.48
514,Aklavik,CA,2022-02-05 00:14:23,68.2191,-135.0107,-24.09,92,9,16.28
515,Gloversville,US,2022-02-05 00:14:24,43.0528,-74.3438,18.52,93,100,4.0
516,Portland,US,2022-02-05 00:10:46,45.5234,-122.6762,51.37,87,100,1.01
517,Copiapo,CL,2022-02-05 00:14:24,-27.3667,-70.3333,71.22,50,0,5.39
518,Gorontalo,ID,2022-02-05 00:14:24,0.5412,123.0595,81.09,74,100,2.55
519,Xuddur,SO,2022-02-05 00:13:54,4.1213,43.8894,68.7,71,8,13.04
520,Gamba,GA,2022-02-05 00:14:25,-2.65,10.0,74.91,88,60,1.14
521,Manzanillo,CU,2022-02-05 00:14:25,20.3433,-77.1167,77.47,58,19,12.39
522,Bauska,LV,2022-02-05 00:14:26,56.4075,24.1906,31.75,97,100,16.51
523,Bukama,CD,2022-02-05 00:14:26,-9.2,25.85,64.56,99,88,1.39
524,Bilma,NE,2022-02-05 00:14:26,18.6853,12.9164,57.09,23,7,5.32
525,Omboue,GA,2022-02-05 00:14:27,-1.5746,9.2618,76.95,85,62,4.63
526,Faya,SA,2022-02-05 00:14:27,18.3851,42.4509,54.12,88,26,5.77
527,Nurota,UZ,2022-02-05 00:14:28,40.5614,65.6886,37.49,20,7,7.67
528,Pirogovskiy,RU,2022-02-05 00:14:28,55.9781,37.7336,17.94,93,100,4.47
529,Kaili,ID,2022-02-05 00:14:28,-3.4626,120.2147,72.48,83,100,1.01
530,Daru,PG,2022-02-05 00:14:29,-9.0763,143.2092,81.72,79,100,11.68
531,Bell Ville,AR,2022-02-05 00:14:29,-32.6259,-62.6887,74.66,51,80,6.89
532,Morbegno,IT,2022-02-05 00:14:29,46.1383,9.57,47.52,81,30,5.99
533,Haines Junction,CA,2022-02-05 00:14:30,60.7522,-137.5108,5.54,92,100,1.88
534,Bilokurakyne,UA,2022-02-05 00:14:30,49.5341,38.7307,4.93,98,57,5.88
535,Vostok,RU,2022-02-05 00:14:31,46.4856,135.8833,-6.43,95,100,2.93
536,Port Moresby,PG,2022-02-05 00:12:41,-9.4431,147.1797,84.31,66,76,10.76
537,Timbiqui,CO,2022-02-05 00:14:31,2.7717,-77.6654,74.08,95,98,3.91
538,Comillas,PH,2022-02-05 00:14:31,15.3982,120.7007,74.34,81,81,1.28
539,Bagn,NO,2022-02-05 00:14:32,60.8225,9.5521,19.31,92,48,5.12
540,Vetlanda,SE,2022-02-05 00:14:32,57.4289,15.0776,33.67,87,100,10.49
541,Mujiayingzi,CN,2022-02-05 00:14:33,42.1167,118.7833,6.28,55,0,12.12
542,Xichang,CN,2022-02-05 00:14:33,27.8964,102.2634,37.89,85,5,1.34
543,Dawei,MM,2022-02-05 00:14:33,14.0833,98.2,71.28,88,58,3.89
544,Bogande,BF,2022-02-05 00:14:34,12.9714,-0.1436,66.87,15,13,9.37
545,Port Hardy,CA,2022-02-05 00:14:34,50.6996,-127.4199,44.76,90,100,11.48
546,Tambo,PE,2022-02-05 00:14:35,-14.8,-73.9167,38.03,82,90,7.38
547,Planaltina,BR,2022-02-05 00:14:35,-15.4528,-47.6142,71.89,90,96,1.68
548,Lazurne,UA,2022-02-05 00:14:35,46.084,32.5295,24.03,60,5,3.67
549,Vredendal,ZA,2022-02-05 00:15:36,-31.6683,18.5012,68.94,52,0,2.89
550,Bury,GB,2022-02-05 00:15:36,53.6,-2.3,42.08,82,32,11.25
551,Chaiya,TH,2022-02-05 00:15:37,9.3862,99.1986,75.18,86,68,6.71
552,Fairbanks,US,2022-02-05 00:12:20,64.8378,-147.7164,7.09,62,75,5.75
553,Waipawa,NZ,2022-02-05 00:11:29,-41.4122,175.5153,57.45,94,100,10.0
554,Barcelona,ES,2022-02-05 00:13:40,41.3888,2.159,55.54,85,75,1.14
555,Rio Verde De Mato Grosso,BR,2022-02-05 00:15:37,-18.9181,-54.8442,75.56,87,94,4.9
556,Yar-Sale,RU,2022-02-05 00:15:38,66.8333,70.8333,5.97,96,100,5.91
557,Claveria,PH,2022-02-05 00:15:38,18.6074,121.0832,73.0,86,98,15.64
558,Contamana,PE,2022-02-05 00:15:39,-7.3333,-75.0167,75.2,72,84,3.04
559,Tilichiki,RU,2022-02-05 00:15:39,60.4667,166.1,-4.49,77,99,9.22
560,Anjozorobe,MG,2022-02-05 00:15:39,-18.4,47.8667,66.52,88,99,6.22
561,Kalemie,CD,2022-02-05 00:15:40,-5.9475,29.1947,68.77,87,100,1.77
