City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
258,Siavonga,ZM,-16.5382,28.7088,72.19,86,100,7.07,light rain
259,Port Lincoln,AU,-34.7333,135.8667,78.3,48,7,20.8,clear sky
260,Bolgatanga,GH,10.7856,-0.8514,70.74,16,5,7.09,clear sky
261,Necochea,AR,-38.5473,-58.7368,60.04,71,100,18.97,overcast clouds
262,Dunedin,NZ,-45.8742,170.5036,57.79,61,85,8.01,overcast clouds
263,Marsa Matruh,EG,31.3525,27.2453,53.55,64,0,11.68,clear sky
264,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,26,0,11.01,clear sky
265,Nome,US,64.5011,-165.4064,-2.13,65,0,5.75,clear sky
266,Barranca,PE,-10.75,-77.7667,70.34,80,62,6.53,broken clouds
267,Varzob,TJ,38.7737,68.8178,37.13,99,100,6.93,light rain
268,Miranda,CO,3.2499,-76.2281,69.93,91,89,3.0,overcast clouds
269,Basco,PH,20.4487,121.9702,72.41,75,100,29.39,overcast clouds
270,Wageningen,NL,51.9667,5.6667,47.86,97,75,21.85,light rain
271,Khandbari,NP,27.3747,87.2039,51.89,46,0,0.96,clear sky
272,Yulara,AU,-25.2406,130.9889,87.64,18,0,6.91,clear sky
273,Ngunguru,NZ,-35.6167,174.5,75.16,84,100,10.02,light rain
274,Manta,EC,-0.95,-80.7333,76.78,83,75,4.61,broken clouds
275,Fukue,JP,32.6881,128.8419,41.36,45,75,17.27,broken clouds
276,Sorland,NO,67.667,12.6934,37.22,80,76,23.22,broken clouds
277,Rangapara,IN,26.8167,92.65,58.6,68,5,2.98,clear sky
278,Yurimaguas,PE,-5.9,-76.0833,79.52,71,99,2.04,moderate rain
279,Kaliua,TZ,-5.0606,31.7936,63.52,97,100,2.8,light rain
280,North Bend,US,43.4065,-124.2243,49.91,96,0,0.0,clear sky
281,Fairbanks,US,64.8378,-147.7164,9.61,81,100,3.44,light snow
282,Bac Lieu,VN,9.285,105.7244,85.06,54,21,15.66,few clouds
283,Araouane,ML,18.9048,-3.5265,61.47,13,0,8.05,clear sky
284,Kharan,PK,28.5833,65.4167,57.27,32,56,3.69,broken clouds
285,Kushmurun,KZ,52.4503,64.6311,15.89,80,100,7.7,overcast clouds
286,Ostrovnoy,RU,68.0531,39.5131,14.65,83,100,28.36,overcast clouds
287,Ilhabela,BR,-23.7781,-45.3581,77.43,89,91,5.21,overcast clouds
