City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
306,Margate,GB,51.3813,1.3862,47.97,65,60,11.99,broken clouds
307,Saint-Francois,FR,46.4154,3.9054,47.68,71,100,12.66,overcast clouds
308,Georgiyevka,KZ,43.0369,74.7114,33.84,100,100,6.71,overcast clouds
309,Hamilton,US,39.1834,-84.5333,40.14,58,0,1.99,clear sky
310,Shingu,JP,33.7333,135.9833,38.91,73,33,6.02,scattered clouds
311,Leningradskiy,RU,69.3833,178.4167,-22.76,98,28,6.62,scattered clouds
312,Santa Cruz Cabralia,BR,-16.2781,-39.0247,84.43,74,40,9.22,scattered clouds
313,Hami,CN,42.8,93.45,26.6,32,17,12.95,few clouds
314,Datong,CN,40.0936,113.2914,19.15,34,100,4.41,overcast clouds
315,Bulgan,MN,48.8125,103.5347,-1.68,84,17,3.89,few clouds
316,Bosaso,SO,11.2842,49.1816,74.08,72,94,3.27,overcast clouds
317,Miri,MY,4.4148,114.0089,76.59,91,98,3.78,overcast clouds
318,Roros,NO,62.5747,11.3842,24.64,80,75,11.5,broken clouds
319,Sitka,US,57.0531,-135.33,44.49,81,100,14.97,moderate rain
320,Manzhouli,CN,49.6,117.4333,-2.47,98,48,6.06,scattered clouds
321,Bundaberg,AU,-24.85,152.35,66.22,88,68,3.0,broken clouds
322,Bethel,US,41.3712,-73.414,29.71,56,0,9.22,clear sky
323,Ferkessedougou,CI,9.6,-5.2,83.3,13,3,3.94,clear sky
324,Kapoeta,SS,4.7717,33.5903,83.7,22,100,5.28,overcast clouds
325,Itaituba,BR,-4.2761,-55.9836,85.93,55,100,4.92,overcast clouds
326,Touros,BR,-5.1989,-35.4608,86.9,63,1,13.51,clear sky
327,Richards Bay,ZA,-28.783,32.0377,72.01,91,28,4.65,moderate rain
328,Te Anau,NZ,-45.4167,167.7167,41.56,88,15,1.14,few clouds
329,Nehe,CN,48.4833,124.8333,-5.93,99,80,1.01,broken clouds
330,Yenangyaung,MM,20.4667,94.8833,62.73,42,12,4.09,few clouds
331,Pangody,RU,65.85,74.4859,-20.45,100,68,3.58,broken clouds
332,Rancho Palos Verdes,US,33.7445,-118.387,78.93,33,0,0.0,clear sky
333,Presidente Medici,BR,-11.1753,-61.9014,85.64,69,99,3.29,overcast clouds
334,Ahipara,NZ,-35.1667,173.1667,72.84,98,100,6.71,overcast clouds
335,Nordfjordeid,NO,61.9063,5.9915,39.94,93,75,5.75,light snow
336,Sorong,ID,-0.8833,131.25,80.29,81,100,11.25,overcast clouds
337,Jalu,LY,29.0331,21.5482,60.94,28,6,4.76,clear sky
338,Odienne,CI,9.51,-7.5692,83.64,12,0,3.6,clear sky
339,Najran,SA,17.4924,44.1277,60.28,42,9,4.32,clear sky
340,Mugur-Aksy,RU,50.35,90.5,-8.21,48,0,6.71,clear sky
341,Alice Springs,AU,-23.7,133.8833,58.55,94,0,6.91,clear sky
342,Assiniboia,CA,49.6334,-105.9845,30.85,80,99,9.89,overcast clouds
343,Brae,GB,60.3964,-1.353,39.11,56,57,30.78,broken clouds
344,Puerto Colombia,CO,10.9878,-74.9547,87.89,70,0,22.03,clear sky
